province,region_code,typology,office,office_no
Free State,F0030004,Urban,SGBFN,1
Free State,F0070002,Urban,SGBFN,1
Free State,F0170000,Rural,SGBFN,1
Free State,F0280001,Urban,SGBFN,1
Free State,F0350002,Urban,SGBFN,1
Free State,C0360028,Urban,SGBFN,1
Free State,F0320028,Urban,SGBFN,1
Free State,F0320027,Urban,SGBFN,1
Free State,C0810001,Urban,SGBFN,1
Free State,F0030038,Urban,SGBFN,1
Free State,F0150002,Urban,SGBFN,1
Free State,F0100004,Urban,SGBFN,1
Free State,F0310001,Urban,SGBFN,1
Free State,C0570005,Urban,SGBFN,1
Free State,F0250004,Urban,SGBFN,1
Free State,C0320000,Rural,SGBFN,1
Free State,C0300002,Urban,SGBFN,1
Free State,C0320007,Urban,SGBFN,1
Free State,C0360005,Urban,SGBFN,1
Free State,C0280019,Urban,SGBFN,1
Free State,F0010003,Urban,SGBFN,1
Free State,F0390003,Urban,SGBFN,1
Free State,F0030085,Urban,SGBFN,1
Free State,F0160000,Rural,SGBFN,1
Free State,C0600001,Urban,SGBFN,1
Free State,C0070004,Urban,SGBFN,1
Free State,C0360026,Urban,SGBFN,1
Free State,F0030037,Urban,SGBFN,1
Free State,F0030019,Urban,SGBFN,1
Free State,C0280001,Urban,SGBFN,1
Free State,F0110014,Urban,SGBFN,1
Free State,C0280020,Urban,SGBFN,1
Free State,F0250003,Urban,SGBFN,1
Free State,F0140003,Urban,SGBFN,1
Free State,C0360020,Urban,SGBFN,1
Free State,F0030003,Urban,SGBFN,1
Free State,F0030002,Urban,SGBFN,1
Free State,F0220007,Urban,SGBFN,1
Free State,F0430002,Urban,SGBFN,1
Free State,F0160008,Urban,SGBFN,1
Free State,F0160007,Urban,SGBFN,1
Free State,F0030011,Urban,SGBFN,1
Free State,C0360004,Urban,SGBFN,1
Free State,C0310001,Urban,SGBFN,1
Free State,F0030036,Urban,SGBFN,1
Free State,F0030035,Urban,SGBFN,1
Free State,C0530019,Urban,SGBFN,1
Free State,C0530041,Urban,SGBFN,1
Free State,C0310000,Rural,SGBFN,1
Free State,C0530014,Urban,SGBFN,1
Free State,C0120002,Urban,SGBFN,1
Free State,F0030034,Urban,SGBFN,1
Free State,C0280004,Urban,SGBFN,1
Free State,C0530004,Urban,SGBFN,1
Free State,C0530033,Urban,SGBFN,1
Free State,C0280003,Urban,SGBFN,1
Free State,F0030018,Urban,SGBFN,1
Free State,C0360001,Urban,SGBFN,1
Free State,F0150000,Rural,SGBFN,1
Free State,F0050003,Urban,SGBFN,1
Free State,F0260006,Urban,SGBFN,1
Free State,F0250008,Urban,SGBFN,1
Free State,F0360003,Urban,SGBFN,1
Free State,C0300000,Rural,SGBFN,1
Free State,F0300003,Urban,SGBFN,1
Free State,F0330001,Urban,SGBFN,1
Free State,C0280024,Urban,SGBFN,1
Free State,F0160015,Urban,SGBFN,1
Free State,C0370005,Urban,SGBFN,1
Free State,F0250001,Urban,SGBFN,1
Free State,F0180004,Urban,SGBFN,1
Free State,F0020001,Urban,SGBFN,1
Free State,F0370006,Urban,SGBFN,1
Free State,C0530025,Urban,SGBFN,1
Free State,C0360003,Urban,SGBFN,1
Free State,F0110007,Urban,SGBFN,1
Free State,C0260001,Urban,SGBFN,1
Free State,C0360017,Urban,SGBFN,1
Free State,F0030064,Urban,SGBFN,1
Free State,F0140001,Urban,SGBFN,1
Free State,F0010002,Urban,SGBFN,1
Free State,F0100001,Urban,SGBFN,1
Free State,C0360021,Urban,SGBFN,1
Free State,F0260001,Urban,SGBFN,1
Free State,C0530028,Urban,SGBFN,1
Free State,F0030086,Urban,SGBFN,1
Free State,C0280000,Rural,SGBFN,1
Free State,C0360032,Urban,SGBFN,1
Free State,C0070008,Urban,SGBFN,1
Free State,F0290002,Urban,SGBFN,1
Free State,F0110016,Urban,SGBFN,1
Free State,F0030017,Urban,SGBFN,1
Free State,F0030063,Urban,SGBFN,1
Free State,F0120005,Urban,SGBFN,1
Free State,C0070001,Urban,SGBFN,1
Free State,F0130001,Urban,SGBFN,1
Free State,C0530040,Urban,SGBFN,1
Free State,F0390002,Urban,SGBFN,1
Free State,C0530039,Urban,SGBFN,1
Free State,F0390001,Urban,SGBFN,1
Free State,C0530015,Urban,SGBFN,1
Free State,C0260000,Rural,SGBFN,1
Free State,C0410007,Urban,SGBFN,1
Free State,F0420005,Urban,SGBFN,1
Free State,F0010008,Urban,SGBFN,1
Free State,F0140000,Rural,SGBFN,1
Free State,C0260003,Urban,SGBFN,1
Free State,F0130000,Rural,SGBFN,1
Free State,F0020006,Urban,SGBFN,1
Free State,F0120002,Urban,SGBFN,1
Free State,F0110006,Urban,SGBFN,1
Free State,C0360016,Urban,SGBFN,1
Free State,F0160004,Urban,SGBFN,1
Free State,F0250002,Urban,SGBFN,1
Free State,F0030074,Urban,SGBFN,1
Free State,F0300007,Urban,SGBFN,1
Free State,F0010001,Urban,SGBFN,1
Free State,F0030016,Urban,SGBFN,1
Free State,F0120000,Rural,SGBFN,1
Free State,F0030058,Urban,SGBFN,1
Free State,F0030056,Urban,SGBFN,1
Free State,F0380002,Urban,SGBFN,1
Free State,F0030033,Urban,SGBFN,1
Free State,F0030015,Urban,SGBFN,1
Free State,F0030032,Urban,SGBFN,1
Free State,F0150001,Urban,SGBFN,1
Free State,F0030061,Urban,SGBFN,1
Free State,C0360024,Urban,SGBFN,1
Free State,C0370004,Urban,SGBFN,1
Free State,F0420001,Urban,SGBFN,1
Free State,F0190004,Urban,SGBFN,1
Free State,F0030031,Urban,SGBFN,1
Free State,F0110005,Urban,SGBFN,1
Free State,F0110000,Rural,SGBFN,1
Free State,C0530003,Urban,SGBFN,1
Free State,F0090003,Urban,SGBFN,1
Free State,F0030030,Urban,SGBFN,1
Free State,F0290001,Urban,SGBFN,1
Free State,F0200002,Urban,SGBFN,1
Free State,F0030073,Urban,SGBFN,1
Free State,F0030062,Urban,SGBFN,1
Free State,F0100003,Urban,SGBFN,1
Free State,F0100000,Rural,SGBFN,1
Free State,F0030089,Urban,SGBFN,1
Free State,F0030001,Urban,SGBFN,1
Free State,F0100002,Urban,SGBFN,1
Free State,F0090000,Rural,SGBFN,1
Free State,F0010010,Urban,SGBFN,1
Free State,F0220001,Urban,SGBFN,1
Free State,F0400001,Urban,SGBFN,1
Free State,C0280002,Urban,SGBFN,1
Free State,C0210000,Rural,SGBFN,1
Free State,F0160009,Urban,SGBFN,1
Free State,F0030014,Urban,SGBFN,1
Free State,F0030029,Urban,SGBFN,1
Free State,C0320004,Urban,SGBFN,1
Free State,F0030072,Urban,SGBFN,1
Free State,F0030028,Urban,SGBFN,1
Free State,F0350009,Urban,SGBFN,1
Free State,F0030069,Urban,SGBFN,1
Free State,F0030071,Urban,SGBFN,1
Free State,F0030070,Urban,SGBFN,1
Free State,F0180002,Urban,SGBFN,1
Free State,C0360014,Urban,SGBFN,1
Free State,F0200011,Urban,SGBFN,1
Free State,F0380001,Urban,SGBFN,1
Free State,F0410002,Urban,SGBFN,1
Free State,F0240001,Urban,SGBFN,1
Free State,C0360029,Urban,SGBFN,1
Free State,F0110004,Urban,SGBFN,1
Free State,F0210001,Urban,SGBFN,1
Free State,C0410006,Urban,SGBFN,1
Free State,F0030088,Urban,SGBFN,1
Free State,F0030027,Urban,SGBFN,1
Free State,C0530043,Urban,SGBFN,1
Free State,C0370002,Urban,SGBFN,1
Free State,F0310002,Urban,SGBFN,1
Free State,F0080000,Rural,SGBFN,1
Free State,C0280009,Urban,SGBFN,1
Free State,C0320005,Urban,SGBFN,1
Free State,C0410001,Urban,SGBFN,1
Free State,C0530018,Urban,SGBFN,1
Free State,F0110003,Urban,SGBFN,1
Free State,C0320006,Urban,SGBFN,1
Free State,F0180005,Urban,SGBFN,1
Free State,F0090001,Urban,SGBFN,1
Free State,C0280017,Urban,SGBFN,1
Free State,F0400005,Urban,SGBFN,1
Free State,F0010009,Urban,SGBFN,1
Free State,F0160001,Urban,SGBFN,1
Gauteng,T0KS0087,Urban,SGPTA,4
Gauteng,T0IR0736,Urban,SGPTA,4
Gauteng,T0IQ0724,Urban,SGPTA,4
Gauteng,T0JR0408,Urban,SGPTA,4
Gauteng,T0JR0231,Urban,SGPTA,4
Gauteng,T0IQ0667,Urban,SGPTA,4
Gauteng,T0IR0863,Urban,SGPTA,4
Gauteng,T0IQ0477,Urban,SGPTA,4
Gauteng,T0IQ0478,Urban,SGPTA,4
Gauteng,T0JQ0100,Urban,SGPTA,4
Gauteng,T0IR0986,Urban,SGPTA,4
Gauteng,T0JR0584,Urban,SGPTA,4
Gauteng,T0IR0496,Urban,SGPTA,4
Gauteng,T0IT0046,Urban,SGPTA,4
Gauteng,T0IQ0506,Urban,SGPTA,4
Gauteng,T0IQ0726,Urban,SGPTA,4
Gauteng,T0IQ0615,Urban,SGPTA,4
Gauteng,T0IR0431,Urban,SGPTA,4
Gauteng,T0IO0009,Urban,SGPTA,4
Gauteng,T0IQ0311,Urban,SGPTA,4
Gauteng,T0LT0095,Urban,SGPTA,4
Gauteng,T0IQ0481,Urban,SGPTA,4
Gauteng,T0MT0043,Urban,SGPTA,4
Gauteng,T0JU0028,Urban,SGPTA,4
Gauteng,T0IR0303,Urban,SGPTA,4
Gauteng,T0JQ0046,Urban,SGPTA,4
Gauteng,T0IR0091,Urban,SGPTA,4
Gauteng,T0IR0727,Urban,SGPTA,4
Gauteng,T0IR0916,Urban,SGPTA,4
Gauteng,T0JR0282,Urban,SGPTA,4
Gauteng,T0IR0729,Urban,SGPTA,4
Gauteng,T0IR0398,Urban,SGPTA,4
Gauteng,T0JS0048,Urban,SGPTA,4
Gauteng,T0IQ0620,Urban,SGPTA,4
Gauteng,T0IR0876,Urban,SGPTA,4
Gauteng,T0IQ0739,Urban,SGPTA,4
Gauteng,T0IQ0738,Urban,SGPTA,4
Gauteng,T0IQ0487,Urban,SGPTA,4
Gauteng,T0IR0456,Urban,SGPTA,4
Gauteng,T0IP0055,Urban,SGPTA,4
Gauteng,T0IR0730,Urban,SGPTA,4
Gauteng,T0JR0419,Urban,SGPTA,4
Gauteng,T0MT0013,Urban,SGPTA,4
Gauteng,T0JR0354,Urban,SGPTA,4
Gauteng,T0HO0007,Urban,SGPTA,4
Gauteng,T0JR0289,Urban,SGPTA,4
Gauteng,T0JR0404,Urban,SGPTA,4
Gauteng,T0IR0731,Urban,SGPTA,4
Gauteng,T0IQ0488,Urban,SGPTA,4
Gauteng,T0IR0732,Urban,SGPTA,4
Gauteng,T0LS0089,Urban,SGPTA,4
Gauteng,T0IQ0090,Urban,SGPTA,4
Gauteng,T0MR0002,Urban,SGPTA,4
Gauteng,T0IR0733,Urban,SGPTA,4
Gauteng,T0IR0477,Urban,SGPTA,4
Gauteng,T0IQ0492,Urban,SGPTA,4
Gauteng,T0IR0734,Urban,SGPTA,4
Gauteng,T0LS0059,Urban,SGPTA,4
Gauteng,T0JR0291,Urban,SGPTA,4
Gauteng,T0JR0326,Urban,SGPTA,4
Gauteng,T0IQ0495,Urban,SGPTA,4
Gauteng,T0IR0735,Urban,SGPTA,4
Gauteng,T0IQ0679,Urban,SGPTA,4
Gauteng,T0LR0001,Urban,SGPTA,4
Gauteng,T0JR0297,Urban,SGPTA,4
Gauteng,T0KR0011,Urban,SGPTA,4
Gauteng,T0KT0038,Urban,SGPTA,4
Gauteng,T0IR0742,Urban,SGPTA,4
Gauteng,T0IR0054,Urban,SGPTA,4
Gauteng,T0IR0078,Urban,SGPTA,4
Gauteng,T0IR0743,Urban,SGPTA,4
Gauteng,T0IR0744,Urban,SGPTA,4
Gauteng,T0KU0017,Urban,SGPTA,4
Gauteng,T0LT0034,Urban,SGPTA,4
Gauteng,T0IQ0692,Urban,SGPTA,4
Gauteng,T0LT0097,Urban,SGPTA,4
Gauteng,T0MT0074,Urban,SGPTA,4
Gauteng,T0IQ0219,Urban,SGPTA,4
Gauteng,T0IQ0497,Urban,SGPTA,4
Gauteng,T0JR0134,Urban,SGPTA,4
Gauteng,T0IQ0269,Urban,SGPTA,4
Gauteng,T0JQ0134,Urban,SGPTA,4
Gauteng,T0IT0018,Urban,SGPTA,4
Gauteng,T0KS0027,Urban,SGPTA,4
Gauteng,T0JP0006,Urban,SGPTA,4
Gauteng,T0IQ0225,Urban,SGPTA,4
Gauteng,T0JQ0180,Urban,SGPTA,4
Gauteng,T0IR0520,Urban,SGPTA,4
Gauteng,T0IQ0575,Urban,SGPTA,4
Gauteng,T0IQ0731,Urban,SGPTA,4
Gauteng,T0JQ0063,Urban,SGPTA,4
Gauteng,T0IQ0288,Urban,SGPTA,4
Gauteng,T0IQ0250,Urban,SGPTA,4
Gauteng,T0LT0009,Urban,SGPTA,4
Gauteng,T0IP0053,Urban,SGPTA,4
Gauteng,T0IQ0552,Urban,SGPTA,4
Gauteng,T0JR0374,Urban,SGPTA,4
Gauteng,T0IQ0376,Urban,SGPTA,4
Gauteng,T0IQ0652,Urban,SGPTA,4
Gauteng,T0IR0629,Urban,SGPTA,4
Gauteng,T0IR0310,Urban,SGPTA,4
Gauteng,T0JR0422,Urban,SGPTA,4
Gauteng,T0IQ0107,Urban,SGPTA,4
Gauteng,T0IQ0139,Urban,SGPTA,4
Gauteng,T0IR0406,Urban,SGPTA,4
Gauteng,T0JQ0177,Urban,SGPTA,4
Gauteng,T0IR0838,Urban,SGPTA,4
Gauteng,T0JQ0174,Urban,SGPTA,4
Gauteng,T0IR0895,Urban,SGPTA,4
Gauteng,T0IQ0035,Urban,SGPTA,4
Gauteng,T0IQ0243,Urban,SGPTA,4
Gauteng,T0IR0475,Urban,SGPTA,4
Gauteng,T0LT0065,Urban,SGPTA,4
Gauteng,T0LQ0004,Urban,SGPTA,4
Gauteng,T0MT0012,Urban,SGPTA,4
Gauteng,T0IQ0651,Urban,SGPTA,4
Gauteng,T0JR0053,Urban,SGPTA,4
Gauteng,T0LS0032,Urban,SGPTA,4
Gauteng,T0KS0061,Urban,SGPTA,4
Gauteng,T0JQ0001,Urban,SGPTA,4
Gauteng,T0HM0000,Rural,SGPTA,4
Gauteng,T0IQ0012,Urban,SGPTA,4
Gauteng,T0LQ0003,Urban,SGPTA,4
Gauteng,T0LT0084,Urban,SGPTA,4
Gauteng,T0IQ0607,Urban,SGPTA,4
Gauteng,T0IQ0672,Urban,SGPTA,4
Gauteng,T0JS0096,Urban,SGPTA,4
Gauteng,T0IR0898,Urban,SGPTA,4
Gauteng,T0JQ0131,Urban,SGPTA,4
Gauteng,T0KU0000,Rural,SGPTA,4
Gauteng,T0IQ0604,Urban,SGPTA,4
Gauteng,T0JR0388,Urban,SGPTA,4
Gauteng,T0MT0031,Urban,SGPTA,4
Gauteng,T0IR0226,Urban,SGPTA,4
Gauteng,T0IR0756,Urban,SGPTA,4
Gauteng,T0IR0978,Urban,SGPTA,4
Gauteng,T0IR0208,Urban,SGPTA,4
Gauteng,T0MT0071,Urban,SGPTA,4
Gauteng,T0IT0017,Urban,SGPTA,4
Gauteng,T0IR0704,Urban,SGPTA,4
Gauteng,T0IP0005,Urban,SGPTA,4
Gauteng,T0JR0365,Urban,SGPTA,4
Gauteng,T0LS0003,Urban,SGPTA,4
Gauteng,T0IP0034,Urban,SGPTA,4
Gauteng,T0IR0063,Urban,SGPTA,4
Gauteng,T0IR0038,Urban,SGPTA,4
Gauteng,T0JO0029,Urban,SGPTA,4
Gauteng,T0IQ0569,Urban,SGPTA,4
Gauteng,T0IR0040,Urban,SGPTA,4
Gauteng,T0JR0136,Urban,SGPTA,4
Gauteng,T0IQ0260,Urban,SGPTA,4
Gauteng,T0IR0037,Urban,SGPTA,4
Gauteng,T0LT0025,Urban,SGPTA,4
Gauteng,T0LU0000,Rural,SGPTA,4
Gauteng,T0KT0014,Urban,SGPTA,4
Gauteng,T0IP0007,Urban,SGPTA,4
Gauteng,T0IR0313,Urban,SGPTA,4
Gauteng,T0IQ0697,Urban,SGPTA,4
Gauteng,T0JR0299,Urban,SGPTA,4
Gauteng,T0IQ0340,Urban,SGPTA,4
Gauteng,T0IR0173,Urban,SGPTA,4
Gauteng,T0IR0818,Urban,SGPTA,4
Gauteng,T0IR0693,Urban,SGPTA,4
Gauteng,T0IR0543,Urban,SGPTA,4
Gauteng,T0JQ0136,Urban,SGPTA,4
Gauteng,T0IQ0528,Urban,SGPTA,4
Gauteng,T0IR0260,Urban,SGPTA,4
Gauteng,T0IQ0199,Urban,SGPTA,4
Gauteng,T0JR0173,Urban,SGPTA,4
Gauteng,T0JU0013,Urban,SGPTA,4
Gauteng,T0IP0016,Urban,SGPTA,4
Gauteng,T0IQ0512,Urban,SGPTA,4
Gauteng,T0IS0001,Urban,SGPTA,4
Gauteng,T0JQ0182,Urban,SGPTA,4
Gauteng,T0IR0937,Urban,SGPTA,4
Gauteng,T0JS0021,Urban,SGPTA,4
Gauteng,T0IR0162,Urban,SGPTA,4
Gauteng,T0KR0022,Urban,SGPTA,4
Gauteng,T0JR0301,Urban,SGPTA,4
Gauteng,T0IQ0201,Urban,SGPTA,4
Gauteng,T0IQ0204,Urban,SGPTA,4
Gauteng,T0IR0376,Urban,SGPTA,4
Gauteng,T0LS0045,Urban,SGPTA,4
Gauteng,T0JR0624,Urban,SGPTA,4
Gauteng,T0JP0023,Urban,SGPTA,4
Gauteng,T0JR0463,Urban,SGPTA,4
Gauteng,T0LT0131,Urban,SGPTA,4
Gauteng,T0IR0287,Urban,SGPTA,4
Gauteng,T0IQ0333,Urban,SGPTA,4
Gauteng,T0IQ0399,Urban,SGPTA,4
Gauteng,T0JP0024,Urban,SGPTA,4
Gauteng,T0IN0004,Urban,SGPTA,4
Gauteng,T0JR0409,Urban,SGPTA,4
Gauteng,T0JR0466,Urban,SGPTA,4
Gauteng,T0JR0535,Urban,SGPTA,4
Gauteng,T0JR0394,Urban,SGPTA,4
Gauteng,T0JR0398,Urban,SGPTA,4
Gauteng,T0IT0021,Urban,SGPTA,4
Gauteng,T0JR0131,Urban,SGPTA,4
Gauteng,T0JR0595,Urban,SGPTA,4
Gauteng,T0IQ0556,Urban,SGPTA,4
Gauteng,T0JQ0099,Urban,SGPTA,4
Gauteng,T0JR0550,Urban,SGPTA,4
Gauteng,T0JR0304,Urban,SGPTA,4
Gauteng,T0IR0847,Urban,SGPTA,4
Gauteng,T0IR0769,Urban,SGPTA,4
Gauteng,T0IQ0062,Urban,SGPTA,4
Gauteng,T0IR0379,Urban,SGPTA,4
Gauteng,T0IT0013,Urban,SGPTA,4
Gauteng,T0IR0542,Urban,SGPTA,4
Gauteng,T0IR0019,Urban,SGPTA,4
Gauteng,T0IR0380,Urban,SGPTA,4
Gauteng,T0IR0381,Urban,SGPTA,4
Gauteng,T0IQ0614,Urban,SGPTA,4
Gauteng,T0IR0382,Urban,SGPTA,4
Gauteng,T0JS0053,Urban,SGPTA,4
Gauteng,T0IQ0412,Urban,SGPTA,4
Gauteng,T0IR0279,Urban,SGPTA,4
Gauteng,T0IQ0701,Urban,SGPTA,4
Gauteng,T0JQ0070,Urban,SGPTA,4
Gauteng,T0IS0039,Urban,SGPTA,4
Gauteng,T0JQ0118,Urban,SGPTA,4
Gauteng,T0IQ0210,Urban,SGPTA,4
Gauteng,T0JR0389,Urban,SGPTA,4
Gauteng,T0IR0759,Urban,SGPTA,4
Gauteng,T0IR0980,Urban,SGPTA,4
Gauteng,T0IR0387,Urban,SGPTA,4
Gauteng,T0JU0069,Urban,SGPTA,4
Gauteng,T0JR0531,Urban,SGPTA,4
Gauteng,T0IR0605,Urban,SGPTA,4
Gauteng,T0KS0021,Urban,SGPTA,4
Gauteng,T0JR0054,Urban,SGPTA,4
Gauteng,T0JR0515,Urban,SGPTA,4
Gauteng,T0LT0008,Urban,SGPTA,4
Gauteng,T0KS0013,Urban,SGPTA,4
Gauteng,T0IS0033,Urban,SGPTA,4
Gauteng,T0KS0014,Urban,SGPTA,4
Gauteng,T0JR0337,Urban,SGPTA,4
Gauteng,T0MT0064,Urban,SGPTA,4
Gauteng,T0JR0159,Urban,SGPTA,4
Gauteng,T0JR0544,Urban,SGPTA,4
Gauteng,T0KS0016,Urban,SGPTA,4
Gauteng,T0KU0014,Urban,SGPTA,4
Gauteng,T0KS0019,Urban,SGPTA,4
Gauteng,T0KS0022,Urban,SGPTA,4
Gauteng,T0JQ0151,Urban,SGPTA,4
Gauteng,T0JR0063,Urban,SGPTA,4
Gauteng,T0JQ0138,Urban,SGPTA,4
Gauteng,T0JR0481,Urban,SGPTA,4
Gauteng,T0JR0470,Urban,SGPTA,4
Gauteng,T0KS0064,Urban,SGPTA,4
Gauteng,T0KS0031,Urban,SGPTA,4
Gauteng,T0JP0025,Urban,SGPTA,4
Gauteng,T0JR0608,Urban,SGPTA,4
Gauteng,T0IR0705,Urban,SGPTA,4
Gauteng,T0JQ0139,Urban,SGPTA,4
Gauteng,T0IR0159,Urban,SGPTA,4
Gauteng,T0IR0857,Urban,SGPTA,4
Gauteng,T0JU0026,Urban,SGPTA,4
Gauteng,T0JQ0150,Urban,SGPTA,4
Gauteng,T0IR0525,Urban,SGPTA,4
Gauteng,T0JQ0153,Urban,SGPTA,4
Gauteng,T0IR0429,Urban,SGPTA,4
Gauteng,T0IR0004,Urban,SGPTA,4
Gauteng,T0IQ0218,Urban,SGPTA,4
Gauteng,T0LS0105,Urban,SGPTA,4
Gauteng,T0KT0023,Urban,SGPTA,4
Gauteng,T0IT0029,Urban,SGPTA,4
Gauteng,T0JR0139,Urban,SGPTA,4
Gauteng,T0IR0388,Urban,SGPTA,4
Gauteng,T0JQ0109,Urban,SGPTA,4
Gauteng,T0JR0123,Urban,SGPTA,4
Gauteng,T0JQ0083,Urban,SGPTA,4
Gauteng,T0JQ0101,Urban,SGPTA,4
Gauteng,T0JP0027,Urban,SGPTA,4
Gauteng,T0JR0140,Urban,SGPTA,4
Gauteng,T0IP0028,Urban,SGPTA,4
Gauteng,T0IP0027,Urban,SGPTA,4
Gauteng,T0IS0025,Urban,SGPTA,4
Gauteng,T0IR0749,Urban,SGPTA,4
Gauteng,T0IQ0153,Urban,SGPTA,4
Gauteng,T0IR0390,Urban,SGPTA,4
Gauteng,T0KU0053,Urban,SGPTA,4
Gauteng,T0KU0007,Urban,SGPTA,4
Gauteng,T0IR0120,Urban,SGPTA,4
Gauteng,T0KS0034,Urban,SGPTA,4
Gauteng,T0IR0907,Urban,SGPTA,4
Gauteng,T0IR0230,Urban,SGPTA,4
Gauteng,T0IR0392,Urban,SGPTA,4
Gauteng,T0JQ0104,Urban,SGPTA,4
Gauteng,T0MT0047,Urban,SGPTA,4
Gauteng,T0IR0323,Urban,SGPTA,4
Gauteng,T0IR0393,Urban,SGPTA,4
Gauteng,T0IR0395,Urban,SGPTA,4
Gauteng,T0IQ0224,Urban,SGPTA,4
Gauteng,T0IQ0226,Urban,SGPTA,4
Gauteng,T0IR0659,Urban,SGPTA,4
Gauteng,T0IR0711,Urban,SGPTA,4
Gauteng,T0LT0132,Urban,SGPTA,4
Gauteng,T0IR0405,Urban,SGPTA,4
Gauteng,T0IT0014,Urban,SGPTA,4
Gauteng,T0JR0143,Urban,SGPTA,4
Gauteng,T0KU0035,Urban,SGPTA,4
Gauteng,T0IQ0664,Urban,SGPTA,4
Gauteng,T0IQ0230,Urban,SGPTA,4
Gauteng,T0JU0043,Urban,SGPTA,4
Gauteng,T0IQ0377,Urban,SGPTA,4
Gauteng,T0JR0144,Urban,SGPTA,4
Gauteng,T0IP0064,Urban,SGPTA,4
Gauteng,T0IQ0231,Urban,SGPTA,4
Gauteng,T0LU0013,Urban,SGPTA,4
Gauteng,T0LU0012,Urban,SGPTA,4
Gauteng,T0IS0005,Urban,SGPTA,4
Gauteng,T0JR0605,Urban,SGPTA,4
Gauteng,T0IR0211,Urban,SGPTA,4
Gauteng,T0IS0028,Urban,SGPTA,4
Gauteng,T0KS0024,Urban,SGPTA,4
Gauteng,T0MT0088,Urban,SGPTA,4
Gauteng,T0IQ0297,Urban,SGPTA,4
Gauteng,T0JR0551,Urban,SGPTA,4
Gauteng,T0IQ0727,Urban,SGPTA,4
Gauteng,T0JS0047,Urban,SGPTA,4
Gauteng,T0JR0149,Urban,SGPTA,4
Gauteng,T0JR0473,Urban,SGPTA,4
Gauteng,T0JR0061,Urban,SGPTA,4
Gauteng,T0JR0150,Urban,SGPTA,4
Gauteng,T0IQ0211,Urban,SGPTA,4
Gauteng,T0LT0156,Urban,SGPTA,4
Gauteng,T0IR0317,Urban,SGPTA,4
Gauteng,T0IS0021,Urban,SGPTA,4
Gauteng,T0JQ0155,Urban,SGPTA,4
Gauteng,T0IQ0229,Urban,SGPTA,4
Gauteng,T0LT0164,Urban,SGPTA,4
Gauteng,T0KS0017,Urban,SGPTA,4
Gauteng,T0JQ0156,Urban,SGPTA,4
Gauteng,T0IQ0368,Urban,SGPTA,4
Gauteng,T0JR0583,Urban,SGPTA,4
Gauteng,T0JR0180,Urban,SGPTA,4
Gauteng,T0JR0513,Urban,SGPTA,4
Gauteng,T0JR0445,Urban,SGPTA,4
Gauteng,T0JR0508,Urban,SGPTA,4
Gauteng,T0JR0498,Urban,SGPTA,4
Gauteng,T0JR0451,Urban,SGPTA,4
Gauteng,T0JR0509,Urban,SGPTA,4
Gauteng,T0JR0506,Urban,SGPTA,4
Gauteng,T0MT0046,Urban,SGPTA,4
Gauteng,T0IR0112,Urban,SGPTA,4
Gauteng,T0JR0510,Urban,SGPTA,4
Gauteng,T0JR0435,Urban,SGPTA,4
Gauteng,T0IR0122,Urban,SGPTA,4
Gauteng,T0LS0011,Urban,SGPTA,4
Gauteng,T0JR0511,Urban,SGPTA,4
Gauteng,T0KS0043,Urban,SGPTA,4
Gauteng,T0JT0009,Urban,SGPTA,4
Gauteng,T0IR0407,Urban,SGPTA,4
Gauteng,T0IR0464,Urban,SGPTA,4
Gauteng,T0KR0027,Urban,SGPTA,4
Gauteng,T0HN0015,Urban,SGPTA,4
Gauteng,T0MT0075,Urban,SGPTA,4
Gauteng,T0MT0078,Urban,SGPTA,4
Gauteng,T0LS0111,Urban,SGPTA,4
Gauteng,T0MU0002,Urban,SGPTA,4
Gauteng,T0JO0036,Urban,SGPTA,4
Gauteng,T0MT0087,Urban,SGPTA,4
Gauteng,T0IR0058,Urban,SGPTA,4
Gauteng,T0JQ0072,Urban,SGPTA,4
Gauteng,T0IR0896,Urban,SGPTA,4
Gauteng,T0JP0031,Urban,SGPTA,4
Gauteng,T0JR0287,Urban,SGPTA,4
Gauteng,T0JQ0112,Urban,SGPTA,4
Gauteng,T0IQ0233,Urban,SGPTA,4
Gauteng,T0IQ0632,Urban,SGPTA,4
Gauteng,T0KR0006,Urban,SGPTA,4
Gauteng,T0IR0294,Urban,SGPTA,4
Gauteng,T0IR0623,Urban,SGPTA,4
Gauteng,T0JQ0126,Urban,SGPTA,4
Gauteng,T0JR0207,Urban,SGPTA,4
Gauteng,T0IR0322,Urban,SGPTA,4
Gauteng,T0JT0039,Urban,SGPTA,4
Gauteng,T0IR0217,Urban,SGPTA,4
Gauteng,T0IR0747,Urban,SGPTA,4
Gauteng,T0LU0001,Urban,SGPTA,4
Gauteng,T0JR0210,Urban,SGPTA,4
Gauteng,T0IR0501,Urban,SGPTA,4
Gauteng,T0LT0166,Urban,SGPTA,4
Gauteng,T0HM0007,Urban,SGPTA,4
Gauteng,T0JP0032,Urban,SGPTA,4
Gauteng,T0IQ0511,Urban,SGPTA,4
Gauteng,T0IR0188,Urban,SGPTA,4
Gauteng,T0MT0038,Urban,SGPTA,4
Gauteng,T0LT0068,Urban,SGPTA,4
Gauteng,T0JU0039,Urban,SGPTA,4
Gauteng,T0JR0317,Urban,SGPTA,4
Gauteng,T0IR0276,Urban,SGPTA,4
Gauteng,T0IR0772,Urban,SGPTA,4
